,point_id,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0,9.08269,0.0,0.0,4.618802153517006,4.618802153517006
2,3,5.811035719159886,6.244984895623572,0.0,4.618802153517006,4.618802153517006,0.0
3,4,7.9538136227001255,1.2322709933111486,0.0,4.618802153517006,4.618802153517006,0.0
4,5,4.458383458784237,2.900587857313824,0.0,4.618802153517006,4.618802153517006,0.0
5,6,0.06578927567081472,1.5448512686617866,0.0,4.618802153517006,4.618802153517006,0.0
6,7,5.189959000042502,1.2978273228461026,0.0,4.618802153517006,4.618802153517006,0.0
7,8,7.96518651059382,2.416297372431579,4.141371802048747,4.618802153517006,4.618802153517006,4.618802153517006
8,9,4.6069660513051955,2.813703334396082,0.7079952754698384,4.618802153517006,4.618802153517006,4.618802153517006
9,10,7.852410847163752,5.838142523696854,6.726946875783509,4.618802153517006,4.618802153517006,4.618802153517006
10,11,3.4779605849979225,0.5729319610708119,6.453597599522538,4.618802153517006,4.618802153517006,4.618802153517006
11,12,3.1145704105282563,4.5228626054382035,2.478714375260709,4.618802153517006,4.618802153517006,4.618802153517006
12,13,5.802037887009967,6.975022089869419,5.5245827805416,4.618802153517006,4.618802153517006,4.618802153517006
13,14,4.078672402342266,1.9620353170003417,1.9618352737381528,4.618802153517006,4.618802153517006,4.618802153517006
14,15,4.865627279734548,6.896910101142656,5.336088355964685,4.618802153517006,4.618802153517006,4.618802153517006
15,16,5.014449659880023,2.717407399247956,6.5760109338123645,4.618802153517006,4.618802153517006,4.618802153517006
16,17,7.836990539761551,1.6377071756227188,1.0341425060779779,4.618802153517006,4.618802153517006,4.618802153517006
17,18,7.7884917498555,1.2448492047914872,7.400510267837466,4.618802153517006,4.618802153517006,4.618802153517006
18,19,0.5922964047564871,7.497327306163856,6.405272191365904,4.618802153517006,4.618802153517006,4.618802153517006
19,20,0.48135643246224546,6.824875729762489,7.366478739905294,4.618802153517006,4.618802153517006,4.618802153517006
20,21,1.7409086450682256,2.9954962655776765,2.791733259185083,4.618802153517006,4.618802153517006,4.618802153517006
21,22,1.3612243183148802,7.971471432039865,5.320628319567777,4.618802153517006,4.618802153517006,4.618802153517006
22,23,1.4487307607903706,2.640543299204955,2.5234832081086056,4.618802153517006,4.618802153517006,4.618802153517006
23,24,5.695831808611494,3.3621564458803954,3.7170422449014735,4.618802153517006,4.618802153517006,4.618802153517006
24,25,1.7710350001109685,6.90929985042138,0.7478088225989143,4.618802153517006,4.618802153517006,4.618802153517006
25,26,6.378427448671993,7.89298362156884,2.6405413115919787,4.618802153517006,4.618802153517006,4.618802153517006
26,27,5.0707593641590964,1.18724612574563,7.577321318137787,4.618802153517006,4.618802153517006,4.618802153517006
27,28,2.5588467525475966,1.825286661104502,3.5913169951869373,4.618802153517006,4.618802153517006,4.618802153517006
28,29,3.958047567712926,2.1632896801425847,6.240321809660737,4.618802153517006,4.618802153517006,4.618802153517006
29,30,0.2611310084201248,0.054492974665586225,1.7097822061042525,4.618802153517006,4.618802153517006,4.618802153517006
30,31,3.5889638033925078,1.4789180828401118,6.351931453948013,4.618802153517006,4.618802153517006,4.618802153517006
31,32,7.687405464252567,6.271724337074815,4.4852452461219485,4.618802153517006,4.618802153517006,4.618802153517006
32,33,0.6547697844516742,1.2906611516655149,4.845219184273987,4.618802153517006,4.618802153517006,4.618802153517006
33,34,0.7868588970444188,2.717412873650357,2.557908236277062,4.618802153517006,4.618802153517006,4.618802153517006
34,35,7.825293601715989,7.2497717541084254,7.888859292166798,4.618802153517006,4.618802153517006,4.618802153517006
35,36,2.430118837165181,4.5028639966875375,6.277026930457121,4.618802153517006,4.618802153517006,4.618802153517006
36,37,0.7949661831185022,1.2185115386189525,6.960341436408219,4.618802153517006,4.618802153517006,4.618802153517006
37,38,7.051910663519127,1.8796365704488673,7.847885604268213,4.618802153517006,4.618802153517006,4.618802153517006
38,39,3.8491105833154036,0.30966857117381696,7.2368831723966185,4.618802153517006,4.618802153517006,4.618802153517006
39,40,0.6175700156379582,1.501035092358829,0.6808460282599462,4.618802153517006,4.618802153517006,4.618802153517006
40,41,2.0222415821443924,7.230607592984722,1.6531557661543772,4.618802153517006,4.618802153517006,4.618802153517006
41,42,3.3318557335466865,3.976254928595049,5.408883564622417,4.618802153517006,4.618802153517006,4.618802153517006
42,43,2.6950232148124043,2.063571720611648,6.924683181565621,4.618802153517006,4.618802153517006,4.618802153517006
43,44,0.6520661991997105,2.4036798509710184,6.501236447449664,4.618802153517006,4.618802153517006,4.618802153517006
44,45,4.2089176052848885,3.2026738141916153,1.020529588241474,4.618802153517006,4.618802153517006,4.618802153517006
45,46,4.292895156858581,2.5167827469775936,1.6388685682647033,4.618802153517006,4.618802153517006,4.618802153517006
