,source,target,dist,changed
0,1,52,50.0,False
1,1,30,100.0,False
2,1,22,103.07764064044152,False
3,1,77,145.7737973711325,False
4,1,44,127.47548783981962,False
5,1,74,134.6291201783626,False
6,1,98,79.05694150420949,False
7,1,83,127.47548783981962,False
8,1,27,125.0,False
9,1,62,79.05694150420949,False
10,1,5,100.0,False
11,1,41,160.0781059358212,False
12,1,29,103.07764064044152,False
13,1,38,122.47448713915891,False
14,1,67,111.80339887498948,False
15,1,61,90.13878188659973,False
16,1,26,141.4213562373095,False
17,1,36,150.0,False
18,1,23,111.80339887498948,False
19,1,16,75.0,False
20,1,92,106.06601717798213,False
21,1,68,125.0,False
22,1,58,70.71067811865476,False
23,1,93,55.90169943749474,False
24,1,8,55.90169943749474,False
25,1,78,143.61406616345073,False
26,1,7,35.35533905932738,False
27,1,70,114.564392373896,False
28,1,2,25.0,False
29,1,6,25.0,False
30,1,86,134.6291201783626,False
31,1,15,111.80339887498948,False
32,1,33,114.564392373896,False
33,1,25,141.4213562373095,False
34,1,43,134.6291201783626,False
35,1,96,35.35533905932738,False
36,1,89,145.7737973711325,False
37,1,84,114.564392373896,False
38,1,65,103.07764064044152,False
39,1,35,103.07764064044152,False
40,1,13,70.71067811865476,False
41,1,46,173.20508075688772,False
42,1,55,55.90169943749474,False
43,1,42,145.7737973711325,False
44,1,51,75.0,False
45,1,10,103.07764064044152,False
46,1,94,70.71067811865476,False
47,1,79,150.0,False
48,1,63,125.0,False
49,1,14,90.13878188659973,False
50,1,95,90.13878188659973,False
51,1,75,127.47548783981962,False
52,1,20,125.0,False
53,1,9,79.05694150420949,False
54,1,11,50.0,False
55,1,47,160.0781059358212,False
56,1,12,55.90169943749474,False
57,1,24,125.0,False
58,1,45,125.0,False
59,1,4,75.0,False
60,1,88,134.6291201783626,False
61,1,72,114.564392373896,False
62,1,3,50.0,False
63,1,69,106.06601717798213,False
64,1,31,143.61406616345073,False
65,1,18,90.13878188659973,False
66,1,82,114.564392373896,False
67,1,34,106.06601717798213,False
68,1,39,114.564392373896,False
69,1,40,111.80339887498948,False
70,1,19,106.06601717798213,False
71,1,17,79.05694150420949,False
72,1,54,79.05694150420949,False
73,1,71,127.47548783981962,False
74,1,49,143.61406616345073,False
75,1,66,103.07764064044152,False
76,1,91,90.13878188659973,False
77,1,76,134.6291201783626,False
78,1,57,90.13878188659973,False
79,1,64,111.80339887498948,False
80,1,87,127.47548783981962,False
81,1,81,106.06601717798213,False
82,1,59,55.90169943749474,False
83,1,97,55.90169943749474,False
84,1,80,160.0781059358212,False
85,1,85,122.47448713915891,False
86,1,90,79.05694150420949,False
87,1,60,106.06601717798213,False
88,1,53,25.0,False
89,1,21,100.0,False
90,1,56,35.35533905932738,False
91,1,50,141.4213562373095,False
92,1,37,134.6291201783626,False
93,1,48,150.0,False
94,1,28,111.80339887498948,False
95,1,32,127.47548783981962,False
96,1,73,122.47448713915891,False
97,2,82,106.06601717798213,False
98,2,43,127.47548783981962,False
99,2,64,114.564392373896,False
100,2,35,106.06601717798213,False
101,2,75,108.97247358851683,False
102,2,57,93.54143466934853,False
103,2,44,125.0,False
104,2,30,103.07764064044152,False
105,2,15,90.13878188659973,False
106,2,28,103.07764064044152,False
107,2,37,122.47448713915891,False
108,2,77,129.9038105676658,False
109,2,45,127.47548783981962,False
110,2,51,79.05694150420949,False
111,2,98,55.90169943749474,False
112,2,33,106.06601717798213,False
113,2,79,134.6291201783626,False
114,2,24,111.80339887498948,False
115,2,95,70.71067811865476,False
116,2,22,100.0,False
117,2,31,127.47548783981962,False
118,2,40,114.564392373896,False
119,2,32,114.564392373896,False
120,2,23,103.07764064044152,False
121,2,92,90.13878188659973,False
122,2,96,25.0,False
123,2,27,111.80339887498948,False
124,2,19,90.13878188659973,False
125,2,91,79.05694150420949,False
126,2,49,141.4213562373095,False
127,2,53,35.35533905932738,False
128,2,78,127.47548783981962,False
129,2,39,111.80339887498948,False
130,2,5,75.0,False
131,2,70,93.54143466934853,False
132,2,59,61.237243569579455,False
133,2,76,117.26039399558574,False
134,2,16,79.05694150420949,False
135,2,94,55.90169943749474,False
136,2,41,145.7737973711325,False
137,2,7,25.0,False
138,2,14,70.71067811865476,False
139,2,67,90.13878188659973,False
140,2,71,108.97247358851683,False
141,2,12,50.0,False
142,2,8,35.35533905932738,False
143,2,72,93.54143466934853,False
144,2,25,125.0,False
145,2,26,125.0,False
146,2,58,75.0,False
147,2,54,82.915619758885,False
