,source,target,dist,tol
0,1,37,135.78307760769178,13.578307760769178
1,1,80,161.41552125679766,16.141552125679766
2,1,26,138.98441913573765,13.898441913573766
3,1,94,67.95673516505245,6.7956735165052455
4,1,86,137.28827725658414,13.728827725658414
5,2,5,75.0243966599914,7.50243966599914
6,2,87,123.89500470204659,12.38950047020466
7,2,41,152.58019248428923,15.258019248428923
8,2,34,101.90426193486059,10.19042619348606
9,2,88,128.07834133422085,12.807834133422086
10,3,55,72.80618750298085,7.2806187502980855
11,3,38,114.96757146893862,11.496757146893863
12,3,65,112.3475096841493,11.23475096841493
13,3,41,135.45968165143486,13.545968165143487
14,3,54,97.85238689575107,9.785238689575108
15,4,60,129.30040661445526,12.930040661445526
16,4,12,67.30360608416636,6.730360608416636
17,4,46,142.70209174576902,14.270209174576904
18,4,98,23.73395763769375,2.3733957637693748
19,4,41,130.87976307445734,13.087976307445736
20,5,18,84.8922601964185,8.489226019641851
21,5,10,24.4779967971644,2.4477996797164403
22,5,29,133.0619363416895,13.306193634168949
23,5,44,143.403478799392,14.3403478799392
24,6,89,132.33639803201427,13.233639803201427
25,6,86,114.56242984301825,11.456242984301825
26,6,11,24.554147510137515,2.455414751013752
27,6,71,130.35458104907994,13.035458104907995
28,6,14,78.36950135314942,7.836950135314942
29,7,85,93.99693897256755,9.399693897256755
30,7,58,60.219784609533264,6.021978460953327
31,7,14,54.84613240382946,5.484613240382946
32,7,77,121.12370592074099,12.1123705920741
33,7,62,61.87641265737884,6.187641265737884
34,8,48,124.3591862026682,12.43591862026682
35,8,98,44.893343925750386,4.489334392575039
36,8,80,121.97726786862228,12.197726786862228
37,8,64,101.02133759584022,10.102133759584023
38,8,41,118.51974590302,11.851974590302
39,9,92,81.96710374031419,8.196710374031419
40,9,50,153.77855597230942,15.377855597230942
41,9,24,75.69957868047032,7.569957868047033
42,9,56,77.2476061694123,7.7247606169412295
43,9,42,112.83333295072735,11.283333295072737
44,10,39,130.75436771514396,13.075436771514397
45,10,92,79.40570292716914,7.940570292716915
46,10,88,117.92608876386994,11.792608876386995
47,10,11,105.04976702203706,10.504976702203706
48,11,34,110.17315496191111,11.017315496191111
49,11,76,112.50239329106923,11.250239329106924
50,11,65,57.301775776944275,5.730177577694428
51,12,18,33.18975380891047,3.3189753808910467
52,12,92,101.87436458776438,10.187436458776439
53,12,49,113.11439988437414,11.311439988437414
54,12,70,91.55427939183728,9.15542793918373
55,13,65,79.07757246239022,7.907757246239022
56,13,42,101.50481915292923,10.150481915292923
57,13,81,61.9885929029181,6.198859290291811
58,13,84,73.50418817628814,7.350418817628814
59,13,92,94.16286714603494,9.416286714603494
60,14,30,139.1667487981168,13.91667487981168
61,14,68,93.56776935363699,9.3567769353637
62,14,21,90.85465908301839,9.08546590830184
63,15,23,70.65985660260763,7.065985660260764
64,15,60,130.27623784591307,13.027623784591308
65,15,97,73.66180760975665,7.3661807609756655
66,15,65,114.7062821115681,11.47062821115681
67,15,73,49.64129952550204,4.964129952550205
68,16,50,100.700804760206,10.0700804760206
69,16,22,34.13236777132646,3.4132367771326457
70,16,69,108.69052598117854,10.869052598117854
71,16,60,74.7922639081038,7.479226390810381
72,16,43,108.11871158668188,10.81187115866819
73,17,80,102.7069405680469,10.270694056804691
74,17,58,61.72508318938065,6.172508318938065
75,17,66,108.24537650685059,10.824537650685059
76,17,64,62.805488183248364,6.280548818324837
77,17,72,82.06526092067641,8.20652609206764
78,18,57,92.39795078422856,9.239795078422857
79,18,77,88.60869403763179,8.86086940376318
80,18,89,86.45826736476894,8.645826736476895
81,19,93,96.86125172638077,9.686125172638079
82,19,55,107.67829308704025,10.767829308704025
83,19,61,91.42001419460645,9.142001419460646
84,19,34,130.5187598038165,13.05187598038165
85,19,79,59.691082384950306,5.969108238495031
86,20,40,151.19123434625274,15.119123434625275
87,20,71,91.42250574200769,9.14225057420077
88,20,88,93.16029104735527,9.316029104735527
89,20,32,112.95866553844516,11.295866553844517
90,20,48,111.95569250095313,11.195569250095314
91,21,29,149.8366889013346,14.983668890133462
92,21,24,76.07797175422466,7.6077971754224665
93,21,80,124.11536858228561,12.411536858228562
94,21,63,74.38418050951478,7.438418050951478
95,22,69,110.57627407581461,11.057627407581462
96,22,92,130.01222269121337,13.001222269121337
97,22,24,50.54309580493483,5.0543095804934834
98,22,85,58.79443999162797,5.879443999162797
99,23,65,55.35331149729834,5.535331149729835
100,23,70,101.5996692374873,10.159966923748732
101,23,81,34.22619437721577,3.4226194377215773
102,23,87,78.59608308375573,7.859608308375574
103,24,73,73.34452388262272,7.334452388262273
104,24,90,139.21900093384096,13.921900093384096
105,25,70,86.68234403454018,8.668234403454019
106,25,82,58.09880087104095,5.809880087104095
107,25,68,119.60776315279412,11.960776315279412
108,25,38,120.46512682272848,12.046512682272848
109,25,32,125.63721587727079,12.56372158772708
110,26,28,52.02857613947543,5.202857613947543
111,26,44,103.13223781833713,10.313223781833713
112,26,63,144.14556888975162,14.414556888975163
113,26,49,120.75168241101362,12.075168241101363
114,27,64,138.83345663978912,13.883345663978913
115,27,36,56.36012481414771,5.636012481414771
116,27,80,106.44336799952107,10.644336799952107
117,27,84,121.04045234462296,12.104045234462298
118,27,57,97.71311768370934,9.771311768370936
119,28,64,121.47061766329455,12.147061766329456
120,28,41,90.04033137973207,9.004033137973208
121,28,56,91.95925654821336,9.195925654821336
122,28,43,73.76804346608466,7.376804346608466
123,29,95,68.05667947239245,6.805667947239245
124,29,78,140.37742542096433,14.037742542096433
125,29,61,95.18552942096191,9.518552942096191
126,30,94,70.19605439867497,7.019605439867497
127,30,60,75.31221808950096,7.531221808950097
128,30,53,75.01355972245241,7.501355972245242
129,30,64,113.50528013397042,11.350528013397042
130,31,72,78.4533633721,7.84533633721
131,31,49,102.12323789462222,10.212323789462223
132,31,74,35.21763158091565,3.521763158091565
133,31,61,123.46754571198213,12.346754571198213
134,31,66,76.26297447554853,7.626297447554854
135,32,47,76.04960833356017,7.604960833356017
136,32,43,56.479637156868804,5.647963715686881
137,32,33,26.29587300725526,2.629587300725526
138,33,95,60.27036394235696,6.027036394235696
139,33,59,92.57159994857847,9.257159994857847
140,33,47,80.71327893407538,8.071327893407538
141,33,79,101.83864726734875,10.183864726734875
142,34,53,82.91363835887792,8.291363835887791
143,34,35,25.294494660750445,2.529449466075045
144,35,57,34.34138646996569,3.434138646996569
145,35,88,91.0778238423619,9.10778238423619
146,35,39,36.8684094362137,3.6868409436213705
147,35,74,104.19504961687385,10.419504961687386
148,36,57,101.77227942426683,10.177227942426683
149,36,62,128.11048586405744,12.811048586405745
150,36,85,83.84231526283362,8.384231526283363
151,36,97,101.9105726407517,10.19105726407517
152,37,96,101.88567566961181,10.188567566961183
153,37,85,74.40138969417862,7.440138969417863
154,37,72,78.89760204717416,7.889760204717416
155,37,83,89.0991789316124,8.909917893161241
156,38,71,61.63923858160531,6.163923858160532
157,38,43,24.74962698633186,2.4749626986331865
158,38,91,54.8381818737713,5.48381818737713
