,point_id,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,0.0,0.0,0.0,0,0,0
1,2,23.30064029840394,-1.2824860812046057,0.4876397572663424,1,1,1
2,3,50.45710142696338,-0.25100493519154715,0.40346138186200065,1,1,1
3,4,75.26001605287276,0.41259021922433775,-0.2830943181706722,1,1,1
4,5,100.0,0.0,0.0,0,0,0
5,6,2.004786052815581,-1.0242583362199935,23.188912213327523,1,1,1
6,7,26.665398342629395,-1.5930718382023488,26.042683962023638,1,1,1
7,8,51.01971167246208,-1.1771813426366202,23.675768629769795,1,1,1
8,9,75.16992552426376,-0.12506206996389474,25.543355241255014,1,1,1
9,10,99.2307519556566,-0.4602185562944343,25.0679993280539,1,1,1
10,11,1.19183126548726,-0.5009628953300495,51.42251813576867,1,1,1
11,12,23.98278373878863,-1.5826020910621479,48.45271462759995,1,1,1
12,13,49.41844316272279,0.9952087221286738,49.78203770163577,1,1,1
13,14,76.79226354807945,0.20108557845181124,50.90591454822532,1,1,1
14,15,98.85018738237535,-1.1427701102089858,50.019734532011796,1,1,1
15,16,-0.3458559491134953,0.4510234845032782,74.62199943473821,1,1,1
16,17,26.052770541035347,0.7867269597530901,73.41268855965735,1,1,1
17,18,51.36748154149125,-1.1323434061649493,74.93011555961266,1,1,1
18,19,74.46361692163447,0.9850594699616336,76.23954243001874,1,1,1
19,20,99.06699971671632,0.31196794079228946,75.23935089685114,1,1,1
20,21,0.0,0.0,100.0,0,0,0
21,22,25.413811582513652,-0.17114720375501788,101.29756581146357,1,1,1
22,23,49.42626640471587,-1.4631278954803157,99.92416079747235,1,1,1
23,24,76.06500804230629,0.5053339129283412,99.2127690823467,1,1,1
24,25,100.71785039371956,-0.357864566585075,100.24479028696922,1,1,1
25,26,100.78520614573557,99.88189947401635,-0.8854718682126195,1,1,1
26,27,75.07259774613192,101.83244382828731,0.5787969495249982,1,1,1
27,28,50.35964778242169,98.25606455290477,1.5268096408193075,1,1,1
28,29,25.40133150815636,99.74091578078016,1.5462081747115302,1,1,1
29,30,0.0,100.0,0.0,0,0,0
30,31,99.50236845192714,99.13340377792841,24.543398323162492,1,1,1
31,32,76.07924246806505,99.8901382992935,25.258232533020102,1,1,1
32,33,50.2574434014342,99.87587412053063,24.168063363333186,1,1,1
33,34,24.26157231680173,99.42789425368775,27.141929562390857,1,1,1
34,35,0.22307182781087406,101.05115958074265,25.292585770636528,1,1,1
35,36,100.9123436882694,99.55855210684136,48.95318196591615,1,1,1
36,37,75.49906607621709,100.8112231238259,50.61742569484397,1,1,1
37,38,48.32489387397659,100.03158172163654,50.62048235027427,1,1,1
38,39,25.389823434557922,100.05150208113122,51.123706901783024,1,1,1
39,40,-0.6616968542255733,100.46026739566811,49.07614133622226,1,1,1
