,point_num,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,0,0,0,0,0,0
1,2,24.9243,0.243864,0.804468,65.8637,65.8637,65.8637
2,3,49.8667,0.522691,0.71159,65.8637,65.8637,65.8637
3,4,74.5276,0.350721,0.744089,65.8637,65.8637,65.8637
4,5,100,0,0,0,0,0
5,6,0.468442,0.193624,25.0209,65.8637,65.8637,65.8637
6,7,25.0333,0.910612,25.1768,65.8637,65.8637,65.8637
7,8,49.6529,1.07274,25.5283,65.8637,65.8637,65.8637
8,9,74.3809,0.88209,25.5232,65.8637,65.8637,65.8637
9,10,98.836,0.367788,25.3512,65.8637,65.8637,65.8637
10,11,0.74459,0.563699,49.735,65.8637,65.8637,65.8637
11,12,24.9276,1.30377,49.9974,65.8637,65.8637,65.8637
12,13,49.4379,1.48195,49.8466,65.8637,65.8637,65.8637
13,14,74.4683,1.10682,50.0452,65.8637,65.8637,65.8637
14,15,98.8635,0.791198,50.0748,65.8637,65.8637,65.8637
15,16,0.300802,0.837082,74.6662,65.8637,65.8637,65.8637
16,17,24.9167,1.18119,74.5799,65.8637,65.8637,65.8637
17,18,49.4961,1.37155,74.5443,65.8637,65.8637,65.8637
18,19,74.2382,1.19153,74.7161,65.8637,65.8637,65.8637
19,20,99.022,0.868281,75.0389,65.8637,65.8637,65.8637
20,21,0,0,100,0,0,0
21,22,24.8733,0.60362,99.0476,65.8637,65.8637,65.8637
22,23,49.5494,1.02843,99.2802,65.8637,65.8637,65.8637
23,24,74.3014,0.853671,99.2098,65.8637,65.8637,65.8637
24,25,99.3437,1.16156,99.7896,65.8637,65.8637,65.8637
25,26,99.0322,99.0059,-0.127333,65.8637,65.8637,65.8637
26,27,74.3953,98.6669,0.181006,65.8637,65.8637,65.8637
27,28,49.3564,98.7344,0.0838605,65.8637,65.8637,65.8637
28,29,24.9559,98.7774,0.0736139,65.8637,65.8637,65.8637
29,30,0,100,0,0,0,0
30,31,99.009,98.8717,24.6981,65.8637,65.8637,65.8637
31,32,74.111,98.4473,24.6345,65.8637,65.8637,65.8637
32,33,49.704,98.2962,24.7408,65.8637,65.8637,65.8637
33,34,24.7885,98.37,24.9121,65.8637,65.8637,65.8637
34,35,0.517878,99.0227,24.6618,65.8637,65.8637,65.8637
35,36,100.387,98.9478,48.321,65.8637,65.8637,65.8637
36,37,74.1667,98.5446,49.5143,65.8637,65.8637,65.8637
37,38,49.5032,98.3327,49.4934,65.8637,65.8637,65.8637
38,39,24.9905,98.4645,49.2937,65.8637,65.8637,65.8637
39,40,0.268124,98.8524,49.4678,65.8637,65.8637,65.8637
40,41,98.6314,99.5141,74.1266,65.8637,65.8637,65.8637
41,42,74.2435,98.778,74.5251,65.8637,65.8637,65.8637
42,43,49.572,98.6256,74.0047,65.8637,65.8637,65.8637
43,44,24.6793,98.724,73.9638,65.8637,65.8637,65.8637
44,45,0.147068,99.233,74.3031,65.8637,65.8637,65.8637
45,46,98.9261,99.615,99.2397,65.8637,65.8637,65.8637
46,47,74.1514,99.2298,98.9181,65.8637,65.8637,65.8637
47,48,49.1694,99.2805,98.5463,65.8637,65.8637,65.8637
48,49,24.9414,99.406,98.4613,65.8637,65.8637,65.8637
49,50,0.0947679,99.4968,98.8172,65.8637,65.8637,65.8637
50,51,0.532471,74.148,0.190363,65.8637,65.8637,65.8637
51,52,0.582326,49.5956,0.311688,65.8637,65.8637,65.8637
52,53,0.381165,24.7334,0.399455,65.8637,65.8637,65.8637
53,54,0.773515,74.2757,24.6628,65.8637,65.8637,65.8637
54,55,1.09619,49.5915,24.72,65.8637,65.8637,65.8637
55,56,0.920448,24.8139,24.9431,65.8637,65.8637,65.8637
56,57,0.923463,74.174,49.5809,65.8637,65.8637,65.8637
57,58,1.34031,49.6895,49.6343,65.8637,65.8637,65.8637
58,59,1.11854,25.1037,49.7719,65.8637,65.8637,65.8637
59,60,0.706486,74.639,74.272,65.8637,65.8637,65.8637
60,61,0.703844,49.8502,74.1404,65.8637,65.8637,65.8637
61,62,0.677424,25.1808,74.2086,65.8637,65.8637,65.8637
62,63,0.169014,74.9074,98.6341,65.8637,65.8637,65.8637
63,64,0.318838,50.1512,98.831,65.8637,65.8637,65.8637
64,65,0.601005,25.0769,99.0073,65.8637,65.8637,65.8637
65,66,98.9302,24.9063,0.521031,65.8637,65.8637,65.8637
66,67,99.0189,49.4663,0.616343,65.8637,65.8637,65.8637
67,68,99.8707,75.1199,-1.00829,65.8637,65.8637,65.8637
68,69,98.3808,25.1339,25.4264,65.8637,65.8637,65.8637
69,70,98.3397,49.5735,25.2801,65.8637,65.8637,65.8637
70,71,98.4135,74.5698,24.769,65.8637,65.8637,65.8637
71,72,98.2457,25.1378,49.7162,65.8637,65.8637,65.8637
72,73,98.0152,49.859,49.7588,65.8637,65.8637,65.8637
73,74,98.3152,74.3846,49.6681,65.8637,65.8637,65.8637
74,75,98.4716,25.3287,74.7584,65.8637,65.8637,65.8637
