,source,target,dist,tol
0,1,84,114.564392373896,0
1,1,40,111.80339887498948,0
2,1,77,145.7737973711325,0
3,1,13,70.71067811865476,0
4,1,36,150.0,0
5,2,47,150.0,0
6,2,50,143.61406616345073,0
7,2,53,35.35533905932738,0
8,2,42,134.6291201783626,0
9,2,65,106.06601717798213,0
10,3,12,55.90169943749474,0
11,3,17,79.05694150420949,0
12,3,71,93.54143466934853,0
13,3,4,25.0,0
14,3,21,111.80339887498948,0
15,4,79,114.564392373896,0
16,4,23,103.07764064044152,0
17,4,51,106.06601717798213,0
18,4,92,75.0,0
19,5,60,145.7737973711325,0
20,5,21,141.4213562373095,0
21,5,78,103.07764064044152,0
22,5,28,111.80339887498948,0
23,5,9,35.35533905932738,0
24,6,10,100.0,0
25,6,75,114.564392373896,0
26,6,95,93.54143466934853,0
27,6,19,90.13878188659973,0
28,6,91,93.54143466934853,0
29,7,85,93.54143466934853,0
30,7,15,79.05694150420949,0
31,7,78,108.97247358851683,0
32,7,64,93.54143466934853,0
33,7,27,114.564392373896,0
34,8,31,111.80339887498948,0
35,8,9,25.0,0
36,8,35,111.80339887498948,0
37,8,16,70.71067811865476,0
38,8,98,43.30127018922193,0
39,9,22,90.13878188659973,0
40,9,77,93.54143466934853,0
41,9,97,43.30127018922193,0
42,10,21,125.0,0
43,10,58,114.564392373896,0
44,10,54,125.0,0
45,10,62,114.564392373896,0
46,11,97,75.0,0
47,11,76,114.564392373896,0
48,11,48,122.47448713915891,0
49,11,20,103.07764064044152,0
50,11,18,55.90169943749474,0
51,12,30,114.564392373896,0
52,12,95,86.60254037844386,0
53,12,33,106.06601717798213,0
54,12,31,127.47548783981962,0
55,13,25,70.71067811865476,0
56,13,43,103.07764064044152,0
57,13,74,90.13878188659973,0
58,13,75,61.237243569579455,0
59,14,85,75.0,0
60,14,97,61.237243569579455,0
61,14,40,125.0,0
62,14,24,50.0,0
63,14,30,134.6291201783626,0
64,15,44,127.47548783981962,0
65,15,81,93.54143466934853,0
66,15,34,127.47548783981962,0
67,15,28,122.47448713915891,0
68,16,49,106.06601717798213,0
69,16,97,93.54143466934853,0
70,16,35,111.80339887498948,0
71,16,57,79.05694150420949,0
72,17,92,117.26039399558574,0
73,17,81,35.35533905932738,0
74,17,54,93.54143466934853,0
75,17,77,106.06601717798213,0
76,18,25,55.90169943749474,0
77,18,96,82.915619758885,0
78,18,67,103.07764064044152,0
79,18,32,114.564392373896,0
80,19,57,108.97247358851683,0
81,19,87,93.54143466934853,0
82,19,46,106.06601717798213,0
83,19,89,79.05694150420949,0
84,20,29,145.7737973711325,0
85,20,88,93.54143466934853,0
86,20,73,55.90169943749474,0
87,20,89,82.915619758885,0
88,21,91,134.6291201783626,0
89,21,85,70.71067811865476,0
90,22,25,75.0,0
91,22,98,114.564392373896,0
92,22,23,25.0,0
93,22,57,93.54143466934853,0
94,23,58,86.60254037844386,0
95,23,80,90.13878188659973,0
96,23,87,79.05694150420949,0
97,24,84,70.71067811865476,0
98,24,92,125.0,0
99,24,87,90.13878188659973,0
100,24,95,111.80339887498948,0
101,25,88,90.13878188659973,0
102,25,77,79.05694150420949,0
103,26,86,114.564392373896,0
104,26,38,70.71067811865476,0
105,26,47,103.07764064044152,0
106,26,79,111.80339887498948,0
