,source,target,dist,tol,changed
36,1,2,24.95695827536061,0.07130559364634698,False
66,1,3,49.93060845167871,0.14265887843733296,False
73,1,4,75.25457428821929,0.21501306509465085,False
29,1,5,99.77822732367724,0.28508064379460774,False
96,1,6,24.90743002932774,0.07116408437479754,False
95,1,7,35.57426265278192,0.10164074840370475,False
80,1,8,55.620457063866965,0.15891558843273665,False
46,1,9,79.1390215474765,0.22611148561341735,False
59,1,10,103.32274786324777,0.29520784513369375,False
64,1,11,49.76492528735453,0.14218549797730293,False
90,1,12,55.65339766177119,0.15900970442486637,False
19,1,13,70.28267877935401,0.2008076496391441,False
15,1,14,89.73150422911355,0.25637572124138136,False
16,1,15,111.94201698233134,0.3198343278385457,False
2,1,16,75.14465188528939,0.21469900109256101,False
55,1,17,79.40437267931951,0.22686963168923444,False
26,1,18,90.62080969450628,0.2589165939488288,False
71,1,19,106.19540241685432,0.3034154294084179,False
23,1,20,124.83132110901752,0.35666091032111746,False
32,1,21,100.13914503248405,0.28611183722771755,False
93,1,22,103.72267279074794,0.2963504877608414,False
61,1,23,111.40180002807416,0.3182908508572519,False
34,1,24,124.70759458072712,0.35630740596164345,False
24,1,25,141.56282038631485,0.40446519301445266,False
11,1,26,142.04269122321904,0.40583625252104344,False
18,1,27,124.5549224785663,0.35587119996419386,False
88,1,28,111.62523277584653,0.3189292301238339,False
31,1,29,102.82480796584962,0.2937851597410098,False
20,1,30,100.72370686736508,0.2877820138654027,False
68,1,31,144.23543765374376,0.41210124219724287,False
33,1,32,127.27528172626086,0.36364365480215777,False
37,1,33,114.52187995569867,0.32720536475788875,False
5,1,34,106.11172951676546,0.3031763639843739,False
91,1,35,102.71827766852958,0.2934807874690401,False
47,1,36,149.78577015051334,0.42795933472799413,False
76,1,37,134.18842847366508,0.38339550225684715,False
3,1,38,123.28073194637129,0.3522306556593047,False
7,1,39,114.68809818802137,0.3276802739835983,False
75,1,40,111.94649956643002,0.3198471352214286,False
65,1,41,160.37592272463135,0.45821691290603683,False
35,1,42,144.8156153652131,0.413758892768288,False
38,1,43,135.0389343530238,0.38582551900641454,False
25,1,44,127.32203759023226,0.36377724298226144,False
56,1,45,125.73989844805782,0.35925684552359954,False
87,1,46,173.43180355389848,0.49551942881503547,False
17,1,47,160.21484110973103,0.457756679729812,False
