,point_id,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,0,0,0,0,0,0
1,2,-58.446346221880276,32.36984656584963,0.38597707018290905,50,50,50
2,3,42.96336524357201,44.98269346563345,45.982245184735774,50,50,50
3,4,106.28727404341025,-21.66184281878632,-18.000912261929408,50,50,50
4,5,100,0,0,0,0,0
5,6,-57.252310537908514,10.958568072696659,54.210490843720144,50,50,50
6,7,9.680229064889243,16.115600740448816,61.17908870598121,50,50,50
7,8,81.56533125968944,44.45714249685617,-46.51915993492314,50,50,50
8,9,35.36377330690592,100.10269518889719,-19.842215336138565,50,50,50
9,10,173.08631270324577,-40.51930506765405,58.920423472853024,50,50,50
10,11,-44.00051796473239,-67.52429133447083,38.80901897500621,50,50,50
11,12,92.47561147380662,-62.57747568218862,-59.835601972157775,50,50,50
12,13,20.44831645219834,7.235387401031342,40.413751054155156,50,50,50
13,14,99.52680802697849,-44.83167877346851,85.72179282920428,50,50,50
14,15,40.28025452536307,-77.402091237307,71.07204971180127,50,50,50
15,16,-43.15369035431783,-63.53862084298812,34.650546433004436,50,50,50
16,17,39.40939539322319,32.39756241673021,70.27302806586147,50,50,50
17,18,50.23605621134045,-0.5380689532974631,60.10327189401194,50,50,50
18,19,-4.948568111460602,-91.07482013824942,123.24731045798723,50,50,50
19,20,113.65447089835453,-26.3978150537721,51.16823258257856,50,50,50
20,21,0,0,100,0,0,0
21,22,14.83354557100103,-62.356777294926005,68.62533314446952,50,50,50
22,23,47.70676283382552,18.880100011931052,77.43365740194753,50,50,50
23,24,78.75935250710462,34.03733770170365,44.09028740695329,50,50,50
24,25,149.72713994943123,30.374552363465607,109.89049202906814,50,50,50
25,26,133.07199589269777,77.73122952726415,-16.142769154365986,50,50,50
26,27,44.838948784780484,132.13653113325648,18.821447626835912,50,50,50
27,28,58.314113980870815,110.02577384562527,-39.610866997494796,50,50,50
28,29,-72.90794618518294,159.54263188025539,-79.53574714494003,50,50,50
29,30,0,100,0,0,0,0
30,31,208.75030656463997,93.95360705887921,112.10213040867366,50,50,50
31,32,98.17194505067295,81.88262976068937,-11.000564973781223,50,50,50
32,33,46.914187977642435,87.30950881787601,9.874356494353176,50,50,50
33,34,22.526618705633435,123.3810491231628,25.976731636974623,50,50,50
34,35,16.28721232122982,72.29021337435006,63.40705119687856,50,50,50
35,36,128.78472963916468,95.96160500428854,62.533582997877886,50,50,50
36,37,72.96027567507805,152.55538871569567,-3.8578443884054323,50,50,50
37,38,27.26827038476803,132.56579620582409,28.555705212578143,50,50,50
38,39,40.06241939857428,109.4172603127253,55.669416998535574,50,50,50
39,40,-42.3003641549942,126.53229841900779,106.82596459804759,50,50,50
40,41,106.86695379214332,115.71672698628987,145.4718175338943,50,50,50
41,42,117.59394807601163,140.0342586200523,93.00746576725768,50,50,50
42,43,109.18080462667174,115.20004889489988,18.56894323055581,50,50,50
43,44,-16.996715252219595,66.3755402804162,191.3103398593384,50,50,50
44,45,90.01578473756464,52.31408731574025,41.86432036111501,50,50,50
45,46,113.63678885470968,95.28641522691018,145.73597209911122,50,50,50
46,47,38.54953218281113,132.7848429486874,155.2689812089859,50,50,50
47,48,66.5134836845595,64.37363161032845,58.19455388176314,50,50,50
48,49,47.66810377526052,71.21743146134366,113.10775964527818,50,50,50
49,50,1.2585987261458158,-4.021819365816469,124.47524453726544,50,50,50
50,51,77.21803331514253,97.17735500353187,-6.707665841847307,50,50,50
51,52,8.381983322744322,79.75164463928708,-35.803325382273876,50,50,50
52,53,-80.22538282460016,70.49704814920722,-9.729763547527234,50,50,50
53,54,49.56741014860177,78.58020028116303,-15.386872411970735,50,50,50
54,55,20.966295942661908,-14.43239517344476,82.42545649584818,50,50,50
55,56,-32.77843473792249,-2.4096376741178815,55.99273783019892,50,50,50
56,57,-59.800368518359235,40.41809394090056,49.8699512713622,50,50,50
57,58,-31.408107060725936,-30.185203780708747,113.10554673779812,50,50,50
58,59,-33.430085696414245,-14.281811590368925,74.23403090376891,50,50,50
59,60,34.51045496252792,121.09827664327146,57.533231144775584,50,50,50
60,61,36.633427297100354,31.93790725510356,96.48345346228564,50,50,50
61,62,-5.327898706382983,23.852549145345836,127.03096262057338,50,50,50
62,63,16.726205061993788,17.77027624863731,8.199882638563125,50,50,50
63,64,-8.1676811523532,-4.085879401467388,-23.72196459377014,50,50,50
64,65,68.70281631714144,41.52400019719651,2.1663000631572515,50,50,50
65,66,61.857119886696005,52.4576333387611,-60.249975993476234,50,50,50
66,67,102.87312305719072,-47.21370624142662,-94.7132336492184,50,50,50
67,68,116.13558971706935,36.24559719407869,-1.640589254580302,50,50,50
68,69,132.13782238373204,54.71466744614894,12.345956839202058,50,50,50
69,70,49.24589360525701,19.35785925659797,-18.367278918096794,50,50,50
70,71,154.9591721302471,86.82700624524266,57.99771353768361,50,50,50
71,72,117.03242268063168,7.014812227731678,64.37690727243655,50,50,50
72,73,131.98186033083957,-1.7858274764689455,84.77667794126339,50,50,50
73,74,100.53121580288558,83.76792243570327,1.4449342091215982,50,50,50
74,75,160.24221326356235,24.9857494626439,40.873493179913304,50,50,50
75,76,100.07743682568174,42.50542925058152,155.85140045573752,50,50,50
76,77,228.93275448969666,99.18098529856749,104.23652094127928,50,50,50
77,78,108.99719840478267,34.35646307612186,63.56163177759513,50,50,50
78,79,144.3790129750333,94.91339488298473,100.22741598394768,50,50,50
79,80,83.19294346667371,118.96296685032496,3.8107954853441015,50,50,50
80,81,157.1404889897556,5.797120547735602,122.40475238616314,50,50,50
