,point_id,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,0.0,0.0,0.0,0,0,0
1,2,244.22981553573075,166.93479944411672,-320.9643640409759,201,201,201
2,3,-145.72375493259918,-218.85968633840048,66.45924316170343,201,201,201
3,4,-190.23423883522884,166.50405013664246,158.79644295677,201,201,201
4,5,100.0,0.0,0.0,0,0,0
5,6,-370.2576215344592,-8.142893736258737,46.222259140475785,201,201,201
6,7,18.28792117397256,74.3693791099756,164.28964436440071,201,201,201
7,8,278.1849010277307,-489.357518572148,54.005750763458835,201,201,201
8,9,487.3315542172759,238.73963736788292,57.71332678880075,201,201,201
9,10,206.21162017037386,161.9307933025061,-81.16160176658533,201,201,201
10,11,176.20277820473936,73.5744891996272,113.4640523603173,201,201,201
11,12,188.71658269867538,203.63801759155325,458.97590371728495,201,201,201
12,13,-149.28350616936925,-125.55270435384371,80.46051675011688,201,201,201
13,14,9.869112772937825,-14.932214589033366,-242.21489748384454,201,201,201
14,15,20.30005551330636,118.54873040034788,203.12141847089882,201,201,201
15,16,-21.5867170058252,127.01349357818516,-38.272511364004544,201,201,201
16,17,-43.91379113783189,-115.83005639497237,161.9357614301455,201,201,201
17,18,141.22718224740396,139.327777610706,-1.723371742632665,201,201,201
18,19,266.0234001367661,113.70857493044495,227.02568458244622,201,201,201
19,20,85.69733756628612,-303.3362290207025,-240.41518345380166,201,201,201
20,21,0.0,0.0,100.0,0,0,0
21,22,-157.07822589210832,280.6775482858218,145.2109983525663,201,201,201
22,23,-314.31940349545795,-131.80557319292637,149.9894972201993,201,201,201
23,24,-331.00954044873924,-38.637515834977165,535.1980915214767,201,201,201
24,25,142.61599248142477,-232.53465034793714,-40.86490721465188,201,201,201
25,26,177.45931344947277,74.50623397696319,-41.24299725466692,201,201,201
26,27,110.97115773163338,285.9420638617296,-133.82847325822664,201,201,201
27,28,180.8910973949427,-55.36515078760857,-175.5865648520249,201,201,201
28,29,123.69894606664488,140.69114755532382,-134.29229162014508,201,201,201
29,30,0.0,100.0,0.0,0,0,0
30,31,160.22571251277833,269.5686384677127,163.6976508974974,201,201,201
31,32,215.16319812878876,294.61424332118463,39.17613636489689,201,201,201
32,33,-357.21937059965074,-174.94356879244907,29.698061443228653,201,201,201
33,34,419.95538873493155,-147.0739120510004,-133.19907862444873,201,201,201
34,35,203.71838726072824,191.18050631583964,18.49392694840695,201,201,201
35,36,-151.28904569151496,-76.86745195410629,26.50553348907073,201,201,201
36,37,193.75396136487248,-84.73092841033463,-176.65567676987587,201,201,201
37,38,446.87495025734415,192.44559351930684,363.8154248688504,201,201,201
38,39,-319.3090485526627,157.43770655065967,397.39827825641044,201,201,201
39,40,-209.3278302947951,16.528321872006373,-16.841400085356526,201,201,201
40,41,161.56773019082235,289.88050851931973,140.33119249030824,201,201,201
41,42,-64.59119549076357,272.3491735346549,148.367205414176,201,201,201
42,43,-89.26385469215188,351.6388767649002,-121.25878275798826,201,201,201
43,44,-16.255239831384223,161.75062523913047,-19.488339966153745,201,201,201
44,45,288.20098111513926,408.4158261552849,80.68633686123674,201,201,201
45,46,9.162686600015604,-82.29551049909489,-68.9300109751826,201,201,201
46,47,200.2511559980194,36.71043421764728,269.51218580295796,201,201,201
47,48,130.4515845127425,-14.89915750556625,-407.22025739191315,201,201,201
48,49,436.725253363601,-114.30179818417895,207.66096983020253,201,201,201
49,50,-615.4415635818491,347.9462510347208,-270.29903625371395,201,201,201
50,51,-138.54057800364075,-209.92063140251315,-9.94246656635846,201,201,201
51,52,201.0466125285857,-42.44948879701239,225.01619085188344,201,201,201
52,53,-47.59198398333366,-402.81251698379486,116.53935676526376,201,201,201
53,54,-62.02560057171488,-170.73827257524317,165.64648593010864,201,201,201
54,55,-131.36476197910036,16.122117232469797,-349.0994814595164,201,201,201
55,56,261.9001577779914,-326.8220493566799,-5.8719286668232975,201,201,201
56,57,121.58796880809044,38.27069099476029,-151.98336431335488,201,201,201
57,58,34.02397398215559,-15.13065063416063,39.91581201901639,201,201,201
58,59,-218.12840432741547,-44.83755331166694,-410.839387222393,201,201,201
59,60,409.1719375248701,228.22531714569084,152.68996327416403,201,201,201
60,61,270.20572884280057,-95.66855315900932,105.0995790481675,201,201,201
61,62,45.23607889692659,-152.59122177272874,260.55920814587256,201,201,201
62,63,155.0047656782434,436.60413559886564,-43.3962179587017,201,201,201
63,64,232.58696118855715,315.3144320777929,323.16879526921196,201,201,201
64,65,95.23944183718704,-112.04789728127577,184.13865068543015,201,201,201
65,66,83.75648032891378,-149.51302028584558,237.73658903258382,201,201,201
66,67,451.46613324703725,-38.133476919216506,17.49429718417561,201,201,201
67,68,391.05656680281294,185.56264458838623,552.1134009172075,201,201,201
68,69,24.084104446032114,46.29555030046884,336.60873481828474,201,201,201
69,70,123.71101576927866,-264.86574809453214,71.37986969418495,201,201,201
70,71,119.34214788464423,92.5256318554775,-157.4441020330245,201,201,201
71,72,23.07207664182542,-189.36624739694736,342.96492967391055,201,201,201
72,73,-306.7660012626911,215.1237737012124,-186.67080030040964,201,201,201
73,74,192.0224676052734,-473.3269767916322,-130.1312239842111,201,201,201
74,75,-340.3426453293123,-400.1734886548251,0.888954358376921,201,201,201
75,76,580.6885323958716,-134.9700004017748,-272.4281974665746,201,201,201
76,77,406.3921506791017,-259.3331466485976,375.2060647724984,201,201,201
77,78,-151.33858384752864,-313.12995527740276,-36.11539280306522,201,201,201
78,79,67.04728976218908,-218.58921830037923,120.99889817494699,201,201,201
79,80,-179.57128788535817,-141.53495603311688,-274.8090020037801,201,201,201
