,source,target,dist,tol,changed
70,1,2,24.981197426438428,0.07137484836232708,False
2,1,3,49.87749788656933,0.14250713396862677,False
60,1,4,75.31089489046282,0.21517398109784264,False
80,1,5,99.2458209422193,0.2835594827351511,False
66,1,6,24.998562824836846,0.07142446378533025,False
3,1,7,35.41532262537967,0.10118663404878063,False
8,1,8,55.926277463489555,0.15978936098561144,False
68,1,9,78.77540442557228,0.22507257957161197,False
76,1,10,103.58688139940494,0.2959625123647638,False
31,1,11,50.012317156341666,0.14289233187455808,False
6,1,12,56.02280587970342,0.16006515645499228,False
24,1,13,70.52214227223023,0.2014918310336782,False
90,1,14,89.96609178036925,0.2570459713744212,False
73,1,15,111.95515063348077,0.31987185255536504,False
10,1,16,74.4092565224178,0.21259787152637907,False
75,1,17,78.7710322054192,0.22506008751428158,False
55,1,18,90.2107595771249,0.25774502220831347,False
20,1,19,105.70611594772544,0.3020174680960089,False
45,1,20,124.34953043899304,0.35528436557714976,False
78,1,21,99.93426589156627,0.28552646826537414,False
64,1,22,102.95566148033367,0.2941590269177727,False
95,1,23,111.58465175824922,0.3188132843615891,False
84,1,24,124.6540662398938,0.3561544678480356,False
56,1,25,141.77514147024613,0.40507182467069514,False
58,1,26,141.51039014640327,0.40431539233198704,False
63,1,27,125.29720706751785,0.35799201303306777,False
74,1,28,111.4624336557761,0.31846408979007834,False
77,1,29,102.88737135917859,0.2939639122898033,False
92,1,30,99.76365462549408,0.2850390075149171,False
1,1,31,143.6721681755418,0.41049190086313836,False
35,1,32,127.23621493138009,0.3635320353904451,False
89,1,33,114.42422981784603,0.3269263643696041,False
38,1,34,106.14792099476021,0.303279768205148,False
69,1,35,102.73426787971141,0.29352647378578867,False
46,1,36,150.48821283236575,0.4299663137788614,False
9,1,37,133.99108255598824,0.3828316567890474,False
94,1,38,122.72469912722798,0.35064199049352573,False
37,1,39,114.87734457970829,0.32822097794903254,False
86,1,40,111.95526620154567,0.3198721827498296,False
67,1,41,159.77649325833673,0.4565042573223053,False
48,1,42,145.7300608669443,0.41637159414955166,False
11,1,43,134.31830185569436,0.38376656905522377,False
81,1,44,127.52740993576951,0.3643640211006323,False
15,1,45,124.58673331369928,0.3559620880627561,False
22,1,46,173.55248343957413,0.49586422848149847,False
96,1,47,160.64575315087995,0.458987856965614,False
18,1,48,150.42735902033235,0.4297924457479576,False
71,1,49,143.80818228543555,0.4108805125979197,False
51,1,50,141.1848648782543,0.40338532015587714,False
47,1,51,75.22285232103133,0.21492243090449795,False
61,1,52,49.75837116498862,0.14216677191377483,False
62,1,53,25.038470878955987,0.07153848679481876,False
32,1,54,79.06726901648393,0.22590647838611014,False
26,1,55,55.89970183291578,0.15971343061406212,False
14,1,56,35.45054023156217,0.1012872557787182,False
57,1,57,90.46770423088738,0.2584791497758094,False
85,1,58,70.93284182016926,0.20266525829003548,False
83,1,59,56.01698100612773,0.1600485139593946,False
23,1,60,106.1603699597951,0.30331533667596483,False
21,1,61,89.8973090020736,0.25684944915464974,False
91,1,62,79.03177808499372,0.22580507572673758,False
27,1,63,124.84376203164082,0.3566964558136159,False
16,1,64,111.96351228341395,0.31989574298326773,False
88,1,65,103.48738533425131,0.2956782378985818,False
39,1,66,103.18700515410107,0.29482000882960274,False
40,1,67,111.89761347731022,0.31970746068387984,False
82,1,68,125.20123899663525,0.35771781855031565,False
93,1,69,106.17152901940436,0.3033472197027822,False
