,point_id,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,10.627267476668969,2.9957333082364714,-23.850665718991483,10,10,10
1,2,31.74183822183614,7.380317223333311,11.581690565078702,10,10,10
2,3,68.76234699858101,-9.743521782547951,1.2492488311165846,10,10,10
3,4,71.3127565945106,5.090066211333461,20.27741599694188,10,10,10
4,5,112.28073176091206,-11.739064516062484,-6.815818071239095,10,10,10
5,6,10.897143425056262,2.1458899137744547,40.82421463105861,10,10,10
6,7,41.02876790642711,10.006964147695223,16.74553109114693,10,10,10
7,8,62.21718348505311,-0.4316312388114575,22.915696238760884,10,10,10
8,9,63.05266093343967,-13.692092418211734,15.851191308353732,10,10,10
9,10,98.90295044131607,-3.9386219457287144,-3.74322423252746,10,10,10
10,11,-0.6510691374989506,6.0172002987939575,63.43058632760383,10,10,10
11,12,14.73566662840989,-1.2138617539667733,55.142644316748694,10,10,10
12,13,51.432837480762615,6.979083076033489,43.34255871288565,10,10,10
13,14,59.20257183759897,7.394121119941701,53.910437613522646,10,10,10
14,15,107.50953748078116,0.5401672260411302,39.531660006396564,10,10,10
15,16,0.5394730625722669,-9.825120797344729,76.11893735234787,10,10,10
16,17,12.479069914878663,-12.66859910564854,72.67026053357715,10,10,10
17,18,28.47847289875113,-1.5471389091646095,88.62542555686801,10,10,10
18,19,66.83594568287452,9.403687460757425,83.81316079835855,10,10,10
19,20,105.06576684099743,7.191783219880224,62.27125940751303,10,10,10
20,21,9.714092276554545,-4.499193174899591,111.12928842747533,10,10,10
21,22,42.27698414799973,11.616296414679324,116.84090202839697,10,10,10
22,23,50.03005107136316,-13.652953702512178,110.20091743252343,10,10,10
23,24,58.32829865410859,20.97461579654082,104.84519610314175,10,10,10
24,25,119.39929773595956,10.95573377337961,80.60634025045047,10,10,10
25,26,70.67190519145107,108.99434126470025,-5.792353187487093,10,10,10
26,27,93.00332223024341,92.54320233364096,7.243691768404975,10,10,10
27,28,74.69044090003854,105.10397492372012,-8.434657590966403,10,10,10
28,29,25.658209020575303,99.79059869600486,-6.580733214243083,10,10,10
29,30,-8.479890802222563,110.35569253487961,-1.6312270526845882,10,10,10
30,31,90.782991122122,99.80832006892936,26.653026150985834,10,10,10
31,32,82.02018110612102,98.88526178819508,31.105958865088823,10,10,10
32,33,53.93516124412899,109.95740451950417,32.27403425557048,10,10,10
33,34,5.4906755611569515,109.90824005472838,13.212402700037542,10,10,10
34,35,3.463759750965142,114.01540753921167,32.990657493499604,10,10,10
