,point_id,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,0.0,0.0,0.0,0,0,0
1,2,-163.8418967766407,-249.66570866836568,-70.76383689331887,201,201,201
2,3,171.02131720229133,-244.5764799688545,-11.315040348427415,201,201,201
3,4,185.3105352114371,-35.52859035986285,197.44358227137636,201,201,201
4,5,100.0,0.0,0.0,0,0,0
5,6,153.54768363218236,-43.10525226875064,-13.088158804517647,201,201,201
6,7,113.0768431786355,482.5527187320412,-60.37252868153982,201,201,201
7,8,359.2888141540253,-20.18801359286886,-158.83550690357347,201,201,201
8,9,455.32044669362523,-129.26509096549427,-33.09304756390261,201,201,201
9,10,344.6011793181068,126.20137367760249,-103.7781105686949,201,201,201
10,11,-344.1656530042335,258.06804295876594,65.09191209703661,201,201,201
11,12,82.94213414037125,259.92300096261454,185.24105392324395,201,201,201
12,13,462.24312077810504,166.42929316908766,105.67227253811875,201,201,201
13,14,-66.90232631905451,-177.7126720307895,166.67340965166093,201,201,201
14,15,178.13317729399722,-477.07398215348655,130.1241971346629,201,201,201
15,16,523.124594069347,182.71133539153973,117.44127548824636,201,201,201
16,17,201.0512443805522,-127.66651430878309,284.73507287997677,201,201,201
17,18,-112.09057819925656,51.10223116716931,-89.67490666229426,201,201,201
18,19,235.9838481657339,-174.7007710833345,547.5195115790182,201,201,201
19,20,150.63857299283757,-42.345379539558316,-201.0746446198769,201,201,201
20,21,0.0,0.0,100.0,0,0,0
21,22,278.34486366012106,93.04636664415754,132.49870692198832,201,201,201
22,23,-128.45782799905095,56.49980124475587,200.70575425187334,201,201,201
23,24,289.1961794695451,-373.96507137795794,250.09651877237152,201,201,201
24,25,97.91706466060316,225.74585487020232,162.44867533485655,201,201,201
25,26,85.98174865226524,-132.95179344541316,-38.15427956798432,201,201,201
26,27,9.566386220660803,-36.39019801349443,-188.53493400440976,201,201,201
27,28,229.6213378543202,311.9900120075666,-373.1055372215933,201,201,201
28,29,-120.67362479130546,-162.87180535359806,130.14829839769234,201,201,201
29,30,0.0,100.0,0.0,0,0,0
30,31,20.12983706845884,20.46964820963963,65.25590322022298,201,201,201
31,32,-165.7759543801794,96.22947850700886,211.49314221134495,201,201,201
32,33,34.99483655198388,-112.67477515505522,-164.38939781314556,201,201,201
33,34,-101.17367284877268,3.82822367542569,-12.578048369893573,201,201,201
34,35,-258.5296063687406,-454.6580187521322,-23.283295870775525,201,201,201
35,36,-106.55678452954035,44.65680445589097,322.01790098089583,201,201,201
36,37,17.20439645602783,319.39975842564974,288.00270903066337,201,201,201
37,38,-40.95882891345515,537.8389530734867,-5.199853404879619,201,201,201
38,39,137.83330090233176,627.3873676478913,264.7065364557409,201,201,201
39,40,-141.67354881845446,-46.89658436526972,322.6050692464767,201,201,201
40,41,-89.43000268224449,244.7484190289734,-449.4816507890705,201,201,201
41,42,-4.3559231299877155,98.4187807400645,263.81052455579334,201,201,201
42,43,-525.4183527343973,485.12227460697585,62.814810608841356,201,201,201
43,44,-132.10685672976865,137.35808034102033,415.03987336815226,201,201,201
44,45,-78.01553517847762,-18.620927901997362,-244.20410452819414,201,201,201
45,46,372.78728589472973,118.28872581909802,86.26254494799706,201,201,201
46,47,19.18372596802689,1.158490263828952,126.77798849416115,201,201,201
47,48,-61.24187096647614,539.5537105912845,52.78071521012223,201,201,201
48,49,231.82293451710657,17.39839384468479,297.910770966174,201,201,201
49,50,-126.49460547138293,-21.720917173662457,84.73073169372691,201,201,201
50,51,110.0991394590311,479.45608105078674,316.62191401452765,201,201,201
51,52,-133.15903322794688,70.91326018351222,-218.82593673255266,201,201,201
52,53,114.19717945854708,-166.38442964563862,-361.20428790647753,201,201,201
53,54,-59.69097128681682,285.4735143906455,127.72547738128247,201,201,201
54,55,79.94994833183051,-264.19854581332163,607.7503052604311,201,201,201
55,56,12.553590631507443,-260.60639733128687,-21.133230307748597,201,201,201
56,57,-98.44167969215452,249.7013260373886,39.59381453290031,201,201,201
57,58,105.22619496271903,88.12690380392573,323.6015487387695,201,201,201
58,59,-267.98021993160285,103.70893579386987,389.52786841390014,201,201,201
59,60,-3.9368820956582318,-23.264240811565585,297.54948493853806,201,201,201
60,61,48.642498230235745,246.45732417630143,-82.4340242098597,201,201,201
61,62,74.33032407135248,-144.63947594020956,1.3087368998676823,201,201,201
62,63,285.70628832755585,20.48252877855539,50.16285535796158,201,201,201
63,64,-287.994786506205,-406.23984984679197,329.09583242475765,201,201,201
64,65,-10.034173444202507,-134.98040161267164,275.2750694106977,201,201,201
65,66,290.7399793087866,-96.4817038710345,-104.71718877927923,201,201,201
66,67,-22.389687425595483,308.6642361261208,-47.461576451642074,201,201,201
67,68,133.19889732031425,407.0240407766106,225.45395102258288,201,201,201
68,69,124.27621805438645,-155.43146382167387,81.40354840051234,201,201,201
69,70,60.134890307817216,-26.9343036723524,-299.26848223966294,201,201,201
70,71,155.1098658042879,221.22748921240168,97.14228558535048,201,201,201
71,72,215.2041665502971,186.13470094761846,241.34073506542197,201,201,201
