,point_id,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,0.0,0.0,0.0,0,0,0
1,2,325.1105271637852,198.02701244657925,-389.7884625688143,201,201,201
2,3,109.17944914289603,-31.60132130305272,-338.31268302991907,201,201,201
3,4,300.07367915386305,-153.81486491621828,-157.9908633414543,201,201,201
4,5,100.0,0.0,0.0,0,0,0
5,6,-131.08748563245706,73.07100061135426,328.1448160336782,201,201,201
6,7,230.76320026263377,144.12893239118176,-252.72015183531994,201,201,201
7,8,238.18941853161581,100.71897535907641,31.217603374298616,201,201,201
8,9,205.5611376062898,109.62293464107276,77.995580381168,201,201,201
9,10,66.8391405255858,-218.45998426436728,123.98783810981344,201,201,201
10,11,-305.34571658304503,143.36704350970595,55.19675401406589,201,201,201
11,12,35.4524508072427,186.83749684259664,-51.30704155619827,201,201,201
12,13,-97.05232296059924,-451.99710019137376,116.65779465387392,201,201,201
13,14,304.96398606363323,-270.83357868877664,-157.78347765811105,201,201,201
14,15,18.29389414422286,-312.7278362718394,-25.20962496034008,201,201,201
15,16,387.51556031361594,-146.53141795400091,-74.20535455130474,201,201,201
16,17,26.69795274146679,-157.36594016045146,319.1306291918868,201,201,201
17,18,-392.4109297398757,-325.24536520354434,12.099378002743045,201,201,201
18,19,-216.91122743478059,194.54264094607555,274.18117019273444,201,201,201
19,20,449.6943802666918,250.87480406129117,134.4060993774175,201,201,201
20,21,0.0,0.0,100.0,0,0,0
21,22,434.99935573310216,-7.061446319261464,-150.41898561572498,201,201,201
22,23,-241.2448029478482,294.2334156411313,51.39135364308482,201,201,201
23,24,12.2864115066199,-23.458152536913563,242.84866433279805,201,201,201
24,25,82.65798406007774,-111.33095830138268,349.538834521827,201,201,201
25,26,-140.6419053216266,242.01482043367903,-391.45512919125173,201,201,201
26,27,27.172733394998986,7.495068054133071,28.78834803143629,201,201,201
27,28,65.4607417480436,163.21295755445504,200.372155051811,201,201,201
28,29,-52.09854609355584,104.25557472553706,-242.7517138155364,201,201,201
29,30,0.0,100.0,0.0,0,0,0
30,31,-98.83263181230538,103.8875543170976,158.84101493575642,201,201,201
31,32,243.42663646823698,64.24424818647223,-97.22455709628352,201,201,201
32,33,446.04383309228433,59.59683374266343,-178.12847316824022,201,201,201
33,34,-119.41212144795458,-218.3700260556767,-329.3043202073184,201,201,201
34,35,-253.5622426237102,-195.3895327102535,-208.64965066614465,201,201,201
35,36,-118.75305620940449,-299.1636243383412,374.33135736863693,201,201,201
36,37,790.7132286145958,-248.1068045638845,270.8752499500864,201,201,201
37,38,-61.26588388415094,103.84001394588331,-159.50546788378304,201,201,201
38,39,104.79888099908939,-205.6896725276303,599.000669016458,201,201,201
39,40,274.84571510850805,115.5154948577592,488.8758818446133,201,201,201
40,41,384.2383937475069,-118.33004281977082,244.57560291946632,201,201,201
41,42,192.6325318518417,334.9867338300964,-79.04414348392103,201,201,201
42,43,68.0136858253151,-241.18917198939698,-187.8577593544005,201,201,201
43,44,-94.07536942473452,312.9085130170084,80.69076327226477,201,201,201
44,45,19.20992694390614,88.31876260898281,-80.96044258019884,201,201,201
45,46,552.221889149451,166.1783975325281,20.323215718063608,201,201,201
46,47,377.3424330347799,205.31872798973427,75.8102262668682,201,201,201
47,48,-171.03678662348673,240.9628794971665,310.8905781365914,201,201,201
48,49,142.56547934039816,353.9116063252858,109.20047842482644,201,201,201
49,50,-297.95997993767975,-77.14472144049046,381.8393930542583,201,201,201
