,point_num,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
0,1,0,0,0,0,0,0
1,2,24.924,0.366987,0.372282,52.6909,52.6909,52.6909
2,3,49.4213,0.296552,0.432302,52.6909,52.6909,52.6909
3,4,74.4977,0.347341,0.157388,52.6909,52.6909,52.6909
4,5,100,0,0,0,0,0
5,6,0.170891,0.637448,25.0278,52.6909,52.6909,52.6909
6,7,24.7946,0.821532,25.0336,52.6909,52.6909,52.6909
7,8,49.8333,0.937545,25.1988,52.6909,52.6909,52.6909
8,9,74.2312,0.546057,25.1452,52.6909,52.6909,52.6909
9,10,98.807,0.115382,24.885,52.6909,52.6909,52.6909
10,11,0.472363,0.52407,49.9827,52.6909,52.6909,52.6909
11,12,25.0176,1.02295,49.8996,52.6909,52.6909,52.6909
12,13,49.5576,1.09783,49.6507,52.6909,52.6909,52.6909
13,14,74.3187,0.788101,49.6611,52.6909,52.6909,52.6909
14,15,98.8602,0.399874,49.7087,52.6909,52.6909,52.6909
15,16,0.509011,0.695902,74.8624,52.6909,52.6909,52.6909
16,17,24.9412,0.859486,74.6328,52.6909,52.6909,52.6909
17,18,49.5266,0.978735,74.4168,52.6909,52.6909,52.6909
18,19,74.5526,0.764779,74.4119,52.6909,52.6909,52.6909
19,20,99.0597,0.3278,74.3712,52.6909,52.6909,52.6909
20,21,0,0,100,0,0,0
21,22,25.3964,0.591657,99.2176,52.6909,52.6909,52.6909
22,23,49.7026,0.635073,98.984,52.6909,52.6909,52.6909
23,24,74.4945,0.591122,99.0743,52.6909,52.6909,52.6909
24,25,99.3676,0.165252,99.1875,52.6909,52.6909,52.6909
25,26,99.4684,99.482,0.260849,52.6909,52.6909,52.6909
26,27,74.3936,99.0767,0.172989,52.6909,52.6909,52.6909
27,28,49.8111,98.9485,0.251485,52.6909,52.6909,52.6909
28,29,24.8469,98.8967,0.129798,52.6909,52.6909,52.6909
29,30,0,100,0,0,0,0
30,31,99.3038,99.0038,24.9969,52.6909,52.6909,52.6909
31,32,74.4091,98.7473,24.6806,52.6909,52.6909,52.6909
32,33,49.8862,98.5387,24.8837,52.6909,52.6909,52.6909
33,34,25.1282,98.7451,24.8504,52.6909,52.6909,52.6909
34,35,0.411198,99.0298,24.6628,52.6909,52.6909,52.6909
35,36,99.3539,99.5031,49.2803,52.6909,52.6909,52.6909
36,37,74.3942,98.6974,49.4023,52.6909,52.6909,52.6909
37,38,49.8078,98.5297,49.3698,52.6909,52.6909,52.6909
38,39,24.9152,98.5144,49.5485,52.6909,52.6909,52.6909
39,40,0.501117,99.0862,49.759,52.6909,52.6909,52.6909
40,41,99.6532,98.9344,74.3326,52.6909,52.6909,52.6909
41,42,74.3148,98.6705,74.1277,52.6909,52.6909,52.6909
42,43,50.016,98.6845,74.3282,52.6909,52.6909,52.6909
43,44,25.0612,98.7081,74.2924,52.6909,52.6909,52.6909
44,45,0.56664,99.4435,74.5017,52.6909,52.6909,52.6909
